room,noise,Speaker,mic_id,mic_type,location,spk_angle,Gender,DataSet,Centroid,variance,skewness,kurtosis,mfcc1,mfcc2,mfcc3,mfcc4,mfcc5,mfcc6,mfcc7,mfcc8,mfcc9,mfcc10,mfcc11,mfcc12,roll_off_max,roll_off_min
1,none,8152,3,stu,mid,90,M,train-clean-360,1960.662966,1542.573469,1884.108845,2210.550687,-288.0424642,127.7444125,-45.6445831,40.81894769,-22.73946685,7.867867687,-22.7770936,-9.482905162,-12.0587951,-1.702112183,-1.81634968,-3.612261647,3049.149816,362.4001896
2,musi,3835,3,stu,mid,90,M,train-clean-360,1648.041746,1554.648596,1861.738341,2169.458193,-220.8960501,133.9316353,-46.62041883,57.76969289,-12.68411924,8.703996578,-7.765296466,-1.673012202,-4.98029871,-4.834537012,-0.225239072,-9.707523927,2912.079884,177.585406
1,none,1536,1,stu,clo,90,M,train-clean-360,1212.270167,1278.207818,1702.170938,2122.636511,-338.5232615,170.4472715,-22.02619035,17.47036337,-5.378784367,7.701716529,-9.082345912,-4.041233961,-6.21847415,2.858446097,0.476968792,-2.941330301,1974.818126,159.7614739
1,tele,949,5,stu,far,90,M,train-clean-360,2226.509588,1630.55008,1943.65738,2228.263348,-244.9197974,119.2130639,-42.92182872,44.58280003,-34.26818282,25.85523631,-17.52758871,-10.91038314,-1.706825008,-17.29030852,-2.49192892,-16.06466497,3493.296081,418.6910166
1,musi,7981,7,stu,beh,90,M,train-clean-360,1049.201433,1214.21407,1667.87927,2111.7182,-372.8572733,160.2895987,-22.36020089,23.46403832,1.810789774,6.124852522,-3.803443141,-10.8762069,-13.65132429,-10.85525969,-8.5387126,-8.828339186,1648.325893,191.3190569
1,none,1112,3,stu,mid,90,M,train-clean-360,1506.928774,1515.330126,1939.942427,2330.745271,-340.8647099,125.3965534,-12.95067336,29.04425405,-12.11177547,6.543775717,-10.04757603,-5.387393538,-13.04386082,-6.854557189,10.03799996,2.012685151,2350.910857,239.1901962
1,babb,7688,5,stu,far,90,M,train-clean-360,1793.640402,1463.307565,1813.952387,2152.070724,-245.0565868,131.7360897,-67.76846988,26.88575544,-30.83460437,4.729219581,-22.88401576,-13.15567087,-15.22996352,-8.132487048,-5.176897033,-11.60330817,2841.629791,394.1345215
1,tele,1160,5,stu,far,90,M,train-clean-360,1845.519551,1429.824149,1757.294183,2088.620323,-273.1757969,143.9798121,-72.88993958,45.02676215,-21.138494,1.235453928,-18.25399046,-0.50001343,-10.58109775,1.953239342,-8.143164879,-8.257520238,2907.757111,359.3610184
2,musi,1961,1,stu,clo,90,F,train-clean-360,1793.444934,1726.047707,2123.557905,2485.364514,-331.7440345,116.0917462,-33.3437881,36.65409468,-17.62364731,21.44696728,-5.432072281,11.11648043,-1.298347002,7.444362165,-3.69397337,-4.91782811,2949.987567,204.7645276
2,babb,5635,3,stu,mid,90,M,train-clean-360,1445.787704,1413.78321,1790.643275,2158.566255,-287.0115907,157.5026236,-39.14504439,30.93905901,-22.43426969,9.669114888,-13.81596184,-13.13073887,-8.671410126,-7.006923078,-8.950281851,-13.38899933,2393.243703,237.0543987
2,babb,1246,3,stu,mid,90,F,train-clean-100,1494.659698,1420.782586,1790.796,2153.890856,-292.1597357,135.638845,-34.63245517,25.47423529,-11.73594176,-5.648854367,-19.38600005,-18.0478375,-0.328410773,-0.486592727,-1.460594221,-4.627358262,2470.03004,278.4024711
2,babb,5678,3,stu,mid,90,M,train-clean-100,1396.87778,1352.644006,1734.221498,2113.763761,-285.7032186,163.8824981,-40.653191,35.47858116,-17.41150176,7.013535809,-8.73197908,-5.294949194,-11.79726745,-5.436025871,-7.959713403,-9.221014338,2244.959122,215.1173127
1,babb,196,5,stu,far,90,M,train-clean-100,1984.526239,1565.068581,1871.017747,2159.36855,-244.5061701,127.93609,-56.60370084,50.95734448,-31.64812443,14.94463279,-24.44154624,-14.65881779,-5.711723981,-15.47629321,-12.06772255,-10.24459192,3162.11407,325.8200621
2,babb,8118,1,stu,clo,90,F,train-clean-360,2073.745486,1518.889136,1823.974071,2119.509087,-271.511575,122.5765843,-70.78319859,54.22624982,-27.3690589,3.515464126,-19.11984045,-3.919173232,-8.413632532,-3.390370412,-11.60522443,-7.152108583,3240.716996,399.46197
2,tele,652,7,stu,beh,90,M,dev-clean,1692.200389,1388.593275,1710.641635,2025.686765,-261.4370349,148.792685,-52.33329405,32.4334734,-27.7388432,9.189669712,-9.279695754,-15.96454447,-0.194133225,0.120672958,-5.604584299,-8.32498422,2691.518447,294.6829403
2,tele,4859,7,stu,beh,90,M,train-clean-100,2090.791974,1524.416772,1806.468864,2073.329947,-313.0639583,124.5033744,-64.67636745,40.80502807,-22.39550392,12.028949,-19.47318806,-20.93270473,-0.246166254,-0.448320077,0.417418734,-1.82545296,3301.139969,385.5668302
2,babb,5456,3,stu,mid,90,M,train-clean-100,1119.498838,1239.528164,1660.577605,2065.27565,-315.4779452,170.7990085,-20.55752532,28.62775081,-17.95468041,3.569749402,-8.495651511,-18.57224314,-5.360193829,-8.711806419,-11.54218427,-6.073830927,1793.540228,197.2875767
2,none,296,3,stu,mid,90,M,train-clean-360,1470.209461,1551.324327,1941.692176,2307.731698,-370.6042267,134.1386396,-3.969808394,50.56360605,-15.3133347,5.406856508,-10.89805436,-6.868555202,-4.481252959,-5.799556034,-4.786659625,-7.315605474,2516.502246,153.9421468
1,none,5126,7,stu,beh,90,M,train-clean-360,1459.796502,1448.106365,1840.019782,2218.09421,-299.7326162,148.4918542,-24.18849117,38.50253992,-24.89538144,-3.570637714,0.412584667,4.116852462,-11.78950193,2.770551067,-3.849112272,0.386104829,2388.763254,193.2941437
1,babb,8051,1,stu,clo,90,F,train-clean-100,1221.731653,1214.833124,1627.035923,2041.415379,-329.1579758,142.3211576,-18.78589852,11.18737768,-10.41281788,-32.30403936,-25.18154647,-4.897226186,-10.83323288,-6.753015407,-2.992365043,-4.13672395,1964.465804,294.9186268
1,tele,7517,7,stu,beh,90,F,train-clean-100,1616.377326,1389.094673,1709.545511,2033.676137,-296.2782595,143.3192648,-60.4555062,34.21619397,-21.67090322,-3.365406301,-2.741445345,-10.58200057,-8.171634727,-1.654221749,-9.134875601,-7.076032335,2674.051725,257.3614277
1,tele,1874,3,stu,mid,90,M,train-clean-360,1365.55241,1353.798509,1764.022731,2160.72641,-272.3649755,171.1260691,-38.84438667,22.19980329,-28.745498,11.26858147,-11.68176305,-0.90726617,-4.912658751,0.847842259,-2.946328314,-1.198379683,2145.642991,222.7646568
1,tele,196,3,stu,mid,90,M,train-clean-100,1595.23318,1442.020829,1808.625894,2157.068522,-271.854056,150.2700821,-47.65519851,26.07842615,-29.30745,9.213379607,-10.10467531,-3.601015175,1.57381494,-4.541127649,-0.18743773,-2.255447968,2515.65344,251.1987864
1,none,948,5,stu,far,90,F,train-clean-360,1601.558894,1494.771071,1908.910619,2293.651396,-293.1393648,135.5935309,-26.11188818,7.56768839,-32.37234438,-2.484774711,-13.93793793,1.239067108,-5.690716836,-3.78740751,-4.806550572,-11.65214806,2592.528582,301.149504
2,tele,196,1,stu,clo,90,M,train-clean-100,1412.48553,1396.651756,1802.784989,2191.117756,-339.8287779,154.5518244,-29.67239922,26.26469022,-16.24058463,12.54323848,-15.56383191,-8.008003641,-1.50275834,-9.255414238,-8.41230843,-5.753134252,2253.77725,215.551438
1,musi,2289,1,stu,clo,90,M,train-clean-100,2450.607749,1747.551408,2106.421393,2428.280054,-317.8667283,105.2403537,-47.2200713,60.07941438,-29.80996166,26.81652278,-26.73420225,15.77124358,-6.735827441,6.908259864,-4.001769518,-6.173577089,3741.949841,551.8439099
2,babb,6241,3,stu,mid,90,M,dev-clean,1435.124053,1325.489788,1716.111434,2095.321778,-277.1917558,154.6626437,-46.8786291,23.88932221,-22.93953874,2.420432641,-14.01747649,-12.59971123,-8.928486302,-10.04154633,-12.47489389,-8.066515257,2163.256348,282.7617188
2,babb,6395,5,stu,far,90,M,train-clean-360,1437.08145,1421.262359,1791.805903,2163.251535,-256.1050068,140.0476116,-28.25594044,39.1054526,-7.053939739,-7.491216634,-16.25572961,-11.9673002,-8.262170706,-3.237833046,-12.678188,-2.631982194,2439.656622,194.1367243
2,musi,510,5,stu,far,90,M,train-clean-360,1576.581083,1517.036552,1952.174762,2344.623275,-287.2230932,132.8541655,-27.2752665,33.25193697,-11.48676809,21.39945952,-14.55859242,4.504272109,7.374789725,0.669057645,0.96760878,1.229968382,2371.797283,216.35895
1,babb,2156,5,stu,far,90,M,train-clean-360,1365.819193,1279.300039,1653.038416,2032.492561,-285.6634599,145.4470115,-30.41696329,27.95556867,-1.365544433,-15.53692634,-14.46390562,-12.16970762,-13.0361176,-12.11096333,-8.189637462,-10.5048267,2191.28074,259.3772195
2,none,3549,1,stu,clo,90,F,train-clean-360,2297.17402,1660.244211,1987.273239,2294.335341,-314.2290618,95.13301828,-59.97670571,27.71584985,-23.7590978,3.625655267,-24.04803392,-2.943098297,-0.749189068,1.339796258,-12.23371378,-4.859376656,3603.545073,461.1562198
1,tele,7540,5,stu,far,90,M,train-clean-360,1802.142797,1456.088202,1797.927361,2133.974524,-284.4958592,130.8474948,-45.49844692,37.90645359,-13.59546102,-3.527729217,-9.04587055,-2.206829929,-6.092605905,-2.339067258,-3.672199347,-3.723956669,2816.824114,331.3365721
1,none,3972,7,stu,beh,90,F,train-clean-360,1437.191581,1361.367526,1757.599897,2139.642591,-335.0584796,127.2763372,-19.0081654,29.81175783,-21.14763535,-32.31277451,-37.52971735,-5.469269293,7.680144413,-1.631918122,4.978216303,0.836405305,2277.848949,341.1496273
2,babb,1472,7,stu,beh,90,F,train-clean-360,2044.353898,1572.047841,1879.431631,2177.784693,-262.8653965,121.1638475,-55.61451309,39.09625178,-28.58357199,1.991915636,-21.5386196,-1.988018265,-7.840709162,-3.040663131,-3.705268882,-15.1539435,3281.55093,342.4715523
2,none,7867,7,stu,beh,90,M,train-clean-360,1713.593583,1611.53866,1973.995779,2317.662284,-321.8297295,122.9578607,-22.56524416,35.64865466,-15.57583374,9.735640061,-5.293644356,-1.462459468,-1.65094656,-1.739563225,0.458148384,-2.411758729,2877.333764,218.9994509
2,musi,1160,5,stu,far,90,M,train-clean-360,1856.847681,1561.863379,1912.162363,2254.896103,-296.3746779,138.40672,-64.9984825,52.28409707,-26.18845036,5.813283479,-21.3315445,2.168499463,-10.53693708,1.739906858,-14.76489407,-5.399677582,3027.739646,313.3172815
2,tele,3994,7,stu,beh,90,F,train-clean-360,1727.923781,1471.299103,1816.405363,2145.712316,-289.9174654,118.0081303,-31.7760257,21.40190326,-19.27953128,-1.443088062,-16.74839776,-10.8507873,0.823981736,-5.565978604,1.396620352,-8.29303966,2795.633874,315.4555101
1,tele,2294,3,stu,mid,90,M,train-clean-360,1565.755922,1449.08583,1861.615886,2258.638061,-297.3544035,141.3674438,-31.63032253,20.21475027,-22.44812939,1.213746479,-4.099877502,-0.74018795,-19.79064201,-1.093270432,-6.278886935,-7.180605218,2434.561405,273.6107079
2,babb,1272,7,stu,beh,90,M,dev-clean,1688.512736,1714.797671,2156.186538,2549.404417,-277.4435763,130.9897034,-12.03442583,28.76819761,-18.99315045,17.91882531,-21.44477405,-4.80431104,-14.33250299,-1.511751002,-8.34832741,-10.96466964,2777.140421,185.3508337
2,none,7881,5,stu,far,90,M,train-clean-360,1959.462607,1736.046212,2087.568459,2411.40688,-334.7770236,99.6909683,-8.867437656,27.08660085,-27.91846144,-4.731823445,-0.52422634,-4.7372856,-7.479326277,10.79842695,1.690803067,-0.437568829,3281.137567,292.5556384
1,tele,1066,3,stu,mid,90,F,train-clean-360,1328.634867,1298.662774,1701.256427,2093.384913,-288.7702378,150.34589,-15.51008848,15.28514447,-12.02648877,-2.844402883,-11.7565601,-5.958282637,7.340957042,-1.433006847,-4.313512092,6.210222013,2085.712163,210.2007148
1,tele,296,1,stu,clo,90,M,train-clean-360,1968.166396,1518.343372,1837.109027,2150.358232,-304.1744587,124.5183693,-65.57894799,36.27226571,-14.34436675,7.731044373,-19.06754513,-4.775235655,-9.023386066,0.118484934,-8.793047545,-14.8443729,3144.964193,364.6289063
2,tele,5386,3,stu,mid,90,M,train-clean-360,1672.825503,1483.57358,1840.58706,2185.257683,-298.3580413,144.5727875,-42.03227895,27.72175272,-25.28379409,8.603207436,-14.53888521,-1.034377533,-4.791037948,-5.543564413,1.733080306,-5.078522121,2689.6997,267.1387405
2,none,882,7,stu,beh,90,F,train-clean-360,1280.429524,1345.320394,1785.933749,2198.474419,-335.882136,140.7990064,-10.20164065,8.437665113,-23.74734486,-5.150684989,-6.671924027,-11.03033557,-9.476329327,-0.802793237,-8.100230426,-10.41950846,2014.306322,228.6732549
1,babb,7981,1,stu,clo,90,M,train-clean-360,1636.434879,1521.437404,1900.721191,2274.126663,-314.1929863,140.2390637,-38.84130483,37.25753488,-10.40197346,6.258874285,-9.931103103,2.066803449,-16.36288916,-5.344413386,-13.02715713,-10.52030569,2723.384408,228.6779578
1,none,7498,3,stu,mid,90,F,train-clean-360,2171.224,1629.80825,1950.493969,2247.80166,-256.7654107,106.6366328,-63.86406129,29.13607499,-41.3764319,1.897434812,-21.27185498,6.333359177,2.563401759,7.729234675,6.482236372,-0.999047131,3407.466757,503.1190624
1,musi,2532,7,stu,beh,90,F,train-clean-360,2189.531902,1673.696695,1974.732502,2256.887857,-309.5377876,106.2051896,-58.38772401,37.0798719,-47.37475362,7.287964758,-11.78598673,0.425300002,-8.631709126,-2.913380263,-1.910750566,-8.568642671,3586.905273,452.8352865
1,tele,93,3,stu,mid,90,F,train-clean-360,1695.865415,1562.805675,1877.654202,2186.987703,-251.0296425,136.1858005,-43.28766902,44.18748466,-27.99902691,3.401360546,-6.340426292,-7.428999524,-8.760892275,-3.627815307,-3.863362886,-2.658892355,2935.861505,240.7273389
2,none,3483,5,stu,far,90,M,train-clean-360,1527.439244,1418.279991,1764.696558,2120.355557,-333.4644329,136.3238579,-25.39946819,39.01462303,-4.689318255,-23.77622494,-20.17372812,-4.311258034,-11.18368512,-3.247289384,-7.236581248,-7.933403421,2571.822397,273.6841575
2,none,7247,1,stu,clo,90,M,train-clean-360,1744.050793,1386.521708,1774.627306,2147.902323,-348.5277716,135.3242296,-38.38506925,11.37873897,-18.78079968,8.90624242,-18.44820813,-11.16635752,-11.97484175,-6.884441471,-5.795761155,-3.51796534,2664.263796,446.1619031
2,babb,6147,5,stu,far,90,F,train-clean-100,1658.424456,1405.686153,1740.718358,2070.012993,-296.9431311,128.6929604,-48.61490553,27.97428914,-8.346020374,-6.862586458,-22.17229473,-19.90011636,-2.663828151,-5.378418194,-4.671991012,4.09743539,2647.870535,363.1782256
1,none,208,7,stu,beh,90,F,train-clean-360,1525.199895,1571.260876,1936.414164,2286.291756,-328.7479587,128.3793758,-23.32910544,24.26206922,-25.92439072,0.74933682,-4.999963046,-9.783161438,-0.449749925,-0.111768706,-0.549624002,2.808029581,2749.84299,212.5609551
1,tele,8635,7,stu,beh,90,M,train-clean-360,1667.929702,1467.009326,1794.795398,2120.147373,-289.5473253,143.4246048,-46.99417829,51.93467055,-32.84474567,-12.6201284,-16.34245632,-5.460706993,-14.88214618,1.415880319,-2.474355575,-8.299348464,2796.404784,270.5568583
2,babb,8605,5,stu,far,90,F,train-clean-360,1713.785236,1568.049923,1920.114792,2268.912505,-280.0082884,135.6044379,-39.67519265,44.49560076,-11.11377145,6.356602449,-19.40622294,-11.62349639,-16.25399134,1.721318238,-11.9418228,-10.38590143,2878.245326,224.6861049
1,musi,150,3,stu,mid,90,F,train-clean-100,2347.14535,1754.627803,2074.118168,2369.60965,-288.8992442,105.0091032,-54.05819742,39.09268475,-39.9868972,8.039446501,-18.60206548,5.22439733,-15.34573764,-2.022244636,-6.654437691,-7.547941717,3756.553913,433.8197905
1,none,868,5,stu,far,90,M,train-clean-360,1585.781295,1510.627692,1895.859715,2260.485165,-292.2793003,138.5838879,-20.86018245,36.99615045,-22.84165794,-3.200868013,-14.71304146,-5.507330599,-12.81272752,-10.16809081,-1.948407745,-7.443462468,2602.008686,260.0479168
1,none,3446,7,stu,beh,90,F,train-clean-360,1597.615542,1534.529678,1916.655856,2280.37923,-243.2560414,134.6844182,-34.37057551,26.24895706,-34.06653154,-7.475789793,-20.37061524,-2.210715168,-7.654543532,-5.826016895,-0.14375542,1.419647928,2645.220427,275.1196618
1,musi,2911,7,stu,beh,90,M,train-clean-100,1294.000009,1383.368196,1852.80051,2289.024951,-324.5468283,151.44947,-18.09254469,15.00554022,-18.32911799,9.529557362,-11.29411917,-3.062989557,-11.20387474,-10.77056218,-8.032078786,-5.422303404,1968.06851,201.6336013
2,none,6319,5,stu,far,90,F,dev-clean,1863.399418,1667.482583,2078.462751,2454.258111,-333.3020276,109.320493,-3.684525192,17.5646872,-17.52405166,-1.102296751,-22.24967406,-2.553073175,-10.10330382,-0.451890795,-4.39395017,-9.804239978,3019.946704,336.5903908
2,tele,3989,7,stu,beh,90,M,train-clean-360,1130.068287,1165.391131,1540.335299,1899.48269,-270.1034795,160.1418117,-23.63941716,16.64559977,-21.08465665,-1.046848673,2.222209558,-17.39116139,6.19972997,-1.48535302,-0.584701162,-3.846730076,1775.113789,181.3089379
2,none,2149,3,stu,mid,90,M,train-clean-360,1731.749954,1454.75417,1838.154388,2201.735953,-308.3904555,130.6608435,-47.3505581,25.43768882,-6.019597766,19.34844362,-35.54290797,-12.4725773,-4.08339193,-14.75609907,-18.06237899,-8.558892613,2668.395783,326.9103294
2,babb,7995,1,stu,clo,90,F,train-clean-360,1343.666105,1391.218425,1841.451878,2272.210227,-335.5212652,139.4816069,-21.61680399,13.81058648,-2.984737035,0.894244185,-7.397621942,-2.637065366,-11.91360989,-4.898700658,-17.21736407,-15.00016885,2132.089967,212.8788815
1,musi,4427,5,stu,far,90,F,train-clean-360,1643.943628,1527.924756,1883.982867,2228.826004,-216.1637079,133.7253439,-34.58217213,44.41090115,-20.14797937,6.214262702,-18.2518382,-6.902489123,-6.533947804,-10.14934325,-12.04447817,-11.71269095,2761.828631,223.8328023
2,musi,4160,3,stu,mid,90,F,train-clean-100,1284.029435,1394.095095,1757.407663,2112.303948,-292.3946565,144.3135017,-28.94690049,44.02524384,-18.03688342,-2.701144366,-8.00220273,-3.056328168,7.680390539,-1.325805621,2.15696859,2.016351846,2263.339406,152.7977134
2,babb,250,5,stu,far,90,F,train-clean-100,1766.61235,1583.377931,1952.370451,2302.994207,-301.1842362,118.4253764,-21.08942844,29.99157916,-11.93874848,-0.753615303,-19.9586487,-10.30005981,-12.57274294,-10.47122952,-0.533422157,-1.418856845,2920.128217,302.9405458
2,musi,949,5,stu,far,90,M,train-clean-360,1790.676499,1604.145788,1978.627398,2315.962753,-272.6166431,132.0086195,-17.45005545,56.8602092,-25.06850914,26.79951744,-16.54970756,-8.040913362,-1.611793096,-15.0565445,0.277945754,-7.147945341,2867.721884,232.9592115
1,tele,5400,3,stu,mid,90,F,train-clean-360,1287.27589,1286.066619,1709.289197,2126.015757,-355.2936379,158.6179125,-21.54014113,19.63741751,-7.734843152,-6.413234908,-18.15921737,1.615766417,-7.89345086,-9.524385429,2.179870058,-6.295524692,2039.808311,206.6952486
1,babb,208,1,stu,clo,90,F,train-clean-360,1761.130953,1665.227516,2006.555171,2336.139473,-314.425748,115.8026452,-34.47316858,34.95242348,-20.7619049,3.222580086,-19.02822943,-12.82164927,-5.738000496,-4.153355092,-9.318618318,-7.427856918,3071.446673,249.3262519
2,babb,7247,7,stu,beh,90,M,train-clean-360,1391.863727,1202.695137,1584.169712,1970.171086,-301.7206975,164.9278903,-46.20906971,8.471539991,-16.12169203,1.131156167,-17.74393302,-16.67258981,-13.2767932,-5.520253157,-3.697956761,-8.186004576,2120.322953,294.6257771
1,tele,3368,3,stu,mid,90,M,train-clean-360,1479.47615,1323.148647,1657.854264,2002.692956,-314.8109129,163.2221091,-55.57009766,31.67354753,-14.45720903,-4.85819559,-6.748648086,-6.231294053,-12.31173742,1.177886855,-0.714685862,-4.818172011,2425.997534,257.2328225
1,musi,2294,5,stu,far,90,M,train-clean-360,1495.57238,1355.066558,1708.058371,2057.653033,-267.2790007,145.0519132,-35.63928806,22.70356436,-18.98091653,-2.19082097,-7.503843275,-15.57310607,-4.269701967,-4.153923361,-13.0275572,-6.394399931,2398.41883,269.4301537
1,tele,5126,3,stu,mid,90,M,train-clean-360,1511.001074,1407.559776,1818.979297,2210.727377,-268.1349824,158.7340172,-40.09466966,41.64392424,-27.56589753,5.093951963,-9.712675222,7.14740896,-12.12387576,6.548554273,-1.748881645,-9.255259525,2313.272321,227.7706595
1,tele,492,7,stu,beh,90,M,train-clean-360,2007.627192,1413.370744,1654.28356,1891.857702,-340.2976331,128.3947888,-75.9578577,58.71563572,-19.0163987,-14.5279643,-5.210010632,-14.55885005,-0.38464206,-3.005442095,-9.242763526,2.192050137,3245.060347,367.4745627
1,babb,3446,1,stu,clo,90,F,train-clean-360,1962.743065,1664.71146,1997.411411,2318.883547,-231.0253341,115.1679306,-45.94907011,38.85200589,-29.61887056,-6.551111226,-30.74041081,-6.685183658,-13.17834818,-7.993776697,-8.159434399,-7.118014777,3274.801075,343.3081383
1,musi,242,7,stu,beh,90,F,train-clean-360,1474.934,1434.075005,1800.581453,2157.084745,-302.1347157,143.7893838,-38.53766728,31.34971281,-13.14471418,-1.764744449,-23.02215342,-16.16807228,3.100465459,14.56954042,0.751218601,0.218196548,2438.857161,276.5290658
1,none,7976,5,stu,far,90,M,dev-clean,1722.49227,1490.12747,1845.088125,2201.832231,-330.0765946,126.4339146,-46.60449217,22.5659591,-11.89985149,-11.92807024,-27.16195559,-2.744341659,-10.56874885,0.812070004,-6.136903247,-16.71491671,2854.675777,319.2395838
2,musi,6099,1,stu,clo,90,F,train-clean-360,1697.203568,1537.9896,1905.808276,2264.904213,-309.7167273,124.4372995,-39.88889385,39.28450891,-19.18481788,4.668460883,-20.56846778,-5.184417555,-15.18953812,3.330072383,-5.388755321,-13.53766424,2783.030409,262.193967
1,none,288,5,stu,far,90,F,train-clean-360,1535.975164,1373.222795,1739.70407,2103.044993,-281.1644703,130.3058659,-39.23346709,10.80109017,-15.88837272,-13.43726536,-11.17337641,-16.23276629,-13.35170915,-1.276883647,-5.148334813,-3.780677521,2439.899159,356.0780401
1,babb,5154,3,stu,mid,90,F,train-clean-360,1755.301507,1504.995158,1856.065044,2195.871293,-322.3072348,121.8871933,-38.01111196,23.64059193,-17.18004412,-7.163280493,-3.535622947,3.080795764,-5.251392007,-5.975883561,3.690612788,-7.471485187,2849.030019,311.6697096
1,none,5401,5,stu,far,90,M,train-clean-360,1832.150044,1450.636723,1818.868763,2172.358356,-243.6793295,121.8674907,-32.8785944,24.4627724,-18.20357938,2.328232586,-11.43757215,-14.61459759,-19.52218425,-5.476066823,-10.21452428,-9.101952682,2810.338216,421.061849
1,musi,4438,5,stu,far,90,M,train-clean-360,1557.578712,1444.110765,1830.581945,2208.621322,-305.7969676,146.0404393,-42.6982262,28.53779717,-21.28607386,-1.588851034,-9.461934142,3.984661107,-10.96954132,-1.385817295,-7.542733596,-10.29778869,2493.192506,273.7046325
2,babb,4441,5,stu,far,90,M,train-clean-100,1404.111252,1375.646967,1788.579236,2200.936542,-280.6605272,162.7517646,-39.12338275,32.94653094,-12.81093006,-1.887988824,-14.45020653,6.887963334,-20.35943647,-4.862504055,-6.677519125,-3.561945466,2280.297355,228.0234758
2,none,7995,7,stu,beh,90,F,train-clean-360,1397.309014,1436.90754,1912.201571,2347.20894,-354.2717773,129.9699095,-14.24173364,4.938428435,-13.24882788,7.674033955,-6.685940551,3.674048259,-2.539342801,-2.708310482,-10.63291728,-13.2445123,2158.120612,236.9863776
1,tele,6965,5,stu,far,90,M,train-clean-360,1792.888952,1512.621754,1831.577664,2142.113732,-274.1825544,134.2803586,-56.69986791,45.68562328,-33.62837061,5.21595009,-17.44201525,-15.3208736,-12.56698853,-9.438236936,-9.889307505,-10.5387357,2921.846049,317.7735455
1,musi,6848,3,stu,mid,90,M,train-clean-100,1702.428577,1594.348326,2009.589233,2389.856582,-287.3690295,124.8181007,-10.59941476,28.93295555,-21.78145411,3.030487848,-24.21381738,-9.767150622,-3.991299483,-7.716178556,-8.80055622,5.712725508,2751.117262,269.9850623
1,babb,5583,3,stu,mid,90,F,train-clean-360,2365.979232,1630.432653,1949.154212,2247.610857,-219.3656883,101.3027808,-53.61461102,34.25362603,-41.93456235,5.694860808,-14.83323711,1.356217876,-11.66156714,-3.468136714,-6.928518509,-8.663509588,3662.692357,597.2826515
2,none,1472,1,stu,clo,90,F,train-clean-360,2563.213629,1666.546142,1964.145394,2235.454236,-291.5230003,83.45533441,-56.69261901,41.46321829,-30.5627186,4.516273754,-18.08921344,4.717203648,-6.804951164,-2.248834395,-6.614535912,-12.6965069,3871.794752,582.7852199
2,babb,7867,1,stu,clo,90,M,train-clean-360,1695.473443,1511.026005,1869.067082,2217.043504,-328.3122237,138.5256615,-39.13351729,46.90585633,-17.22564986,8.354377135,-11.16185497,-3.396876644,-9.794245414,-4.58294905,-6.237670762,-4.638672746,2766.383272,242.0791563
1,babb,3972,1,stu,clo,90,F,train-clean-360,1655.292367,1476.280278,1861.275048,2229.168371,-317.1194522,124.7091264,-34.41104085,40.11616573,-17.67788062,-20.30565778,-45.46057949,-6.305427281,-1.549333277,-5.204786419,-2.479544977,-9.149203119,2571.064453,347.7763947
1,tele,254,3,stu,mid,90,M,train-clean-100,1886.384476,1654.751937,1975.346871,2286.567211,-268.967967,120.2441323,-41.28534297,44.96146586,-21.2628515,13.33977262,-5.002951738,-6.965044813,-17.13667906,-3.83259773,-8.879596151,-12.39717084,3278.734589,257.4211121
2,tele,2149,1,stu,clo,90,M,train-clean-360,1906.051234,1496.43965,1878.606997,2241.776977,-331.693927,129.8755437,-59.91221935,34.54963047,-10.95727638,14.44561069,-29.06852548,0.799645779,-11.8921215,-10.4675331,-19.46641697,-4.893224585,2889.789681,359.3000961
1,musi,7247,5,stu,far,90,M,train-clean-360,1844.39796,1606.034223,1912.408359,2199.620664,-238.1282283,132.4332066,-53.40021026,56.30197299,-26.93863011,20.15463428,-13.09504649,-4.993569846,-1.873844424,-11.90402784,-0.940019325,-6.85825604,3079.248047,238.5062976
2,none,209,3,stu,mid,90,F,train-clean-360,2107.854722,1524.701741,1815.97916,2100.296562,-315.949314,118.5640524,-61.03849908,41.32529251,-31.37811684,6.451296373,-10.70108344,-7.525783514,-3.095640699,1.381885035,-13.4082213,-7.072801972,3288.803261,424.1159539
1,musi,4848,5,stu,far,90,M,train-clean-360,1423.336971,1368.047617,1770.792383,2166.478536,-283.94474,146.265144,-35.56846691,36.49193512,-13.60753286,2.173280349,-6.928606815,1.943106364,-9.200166713,-1.893166768,-4.071513366,-10.58021006,2284.41952,204.0402296
2,tele,1963,5,stu,far,90,F,train-clean-100,2138.859986,1672.386772,1990.29058,2292.556758,-288.9471576,115.9754747,-54.47898705,44.57464853,-27.15979192,5.127826908,-23.57132599,-1.611628854,-5.658104371,3.937143567,-10.49657129,-2.134595272,3489.966391,373.9547217
2,none,1272,1,stu,clo,90,M,dev-clean,2335.249922,1992.610274,2383.109654,2716.975811,-314.7944813,104.9511134,-11.88363176,32.62736658,-34.44911596,28.70359478,-26.61926347,4.245339598,-17.83188511,-3.092792098,-10.21211028,-6.99935615,3873.795694,411.6101621
2,musi,7540,5,stu,far,90,M,train-clean-360,1614.648871,1439.562408,1832.171688,2211.61489,-329.7446631,129.6447653,-30.07388311,40.34552191,-2.20737281,-9.758163223,-10.93387542,12.64814639,-4.138818907,-2.190460107,-3.79770526,-8.277550608,2476.517174,237.0028756
